Date,Product Category,Region,Product,Sales,Profit,Quantity Sold
2026-01-04,Clothing,Central,Whether,1234.39,323.36,10
2026-01-05,Clothing,East,Red,1103.7,249.48,29
2026-01-06,Office Supplies,Central,You,1098.18,316.41,14
2026-01-07,Accessories,North,Prove,1080.75,209.08,20
2026-01-08,Furniture,West,Physical,833.46,160.95,2
2026-01-09,Electronics,West,These,788.1,229.62,27
2026-01-10,Furniture,West,Think,1576.49,417.82,44
2026-01-11,Accessories,West,Maybe,1354.15,314.36,11
2026-01-12,Clothing,Central,Own,1355.36,189.87,36
2026-01-13,Electronics,Central,Situation,811.78,242.36,8
2026-01-14,Clothing,South,Little,999.26,209.47,29
2026-01-15,Accessories,South,I,889.66,187.01,8
2026-01-16,Accessories,South,Choice,624.64,154.38,9
2026-01-17,Office Supplies,West,Return,1183.43,350.74,37
2026-01-18,Office Supplies,West,Require,896.16,215.72,37
2026-01-19,Furniture,West,Argue,1068.83,245.63,6
2026-01-20,Furniture,West,Republican,863.48,232.07,39
2026-01-21,Office Supplies,North,Sign,1301.35,317.51,31
2026-01-22,Office Supplies,North,Lawyer,1405.98,168.34,2
2026-01-23,Accessories,South,Get,1069.53,181.32,26
2026-01-24,Accessories,North,Dinner,867.83,209.06,27
2026-01-25,Office Supplies,West,Fine,893.6,244.0,18
2026-01-26,Electronics,West,Ago,1364.65,243.24,38
2026-01-27,Clothing,West,Thus,915.68,197.49,25
2026-01-28,Electronics,West,Statement,881.68,223.68,43
2026-01-29,Furniture,Central,Direction,859.65,177.87,15
2026-01-30,Accessories,North,Garden,1416.86,302.37,11
2026-01-31,Accessories,South,Away,838.63,210.49,3
2026-02-01,Clothing,Central,Charge,816.29,164.88,46
2026-02-02,Accessories,East,Myself,538.5,136.52,48
2026-02-03,Accessories,South,East,407.63,75.19,18
2026-02-04,Furniture,North,Themselves,801.01,200.58,22
2026-02-05,Clothing,Central,Color,876.02,205.16,16
2026-02-06,Accessories,East,Bar,1121.2,269.29,45
2026-02-07,Electronics,North,Leg,1218.09,288.32,2
2026-02-08,Electronics,Central,Hard,795.47,219.35,49
2026-02-09,Office Supplies,Central,Car,954.94,237.23,16
2026-02-10,Office Supplies,Central,Under,959.62,157.64,34
2026-02-11,Accessories,Central,Western,868.58,212.84,39
2026-02-12,Electronics,North,Certainly,1209.61,236.32,36
2026-02-13,Furniture,West,Concern,1165.84,272.48,16
2026-02-14,Electronics,Central,Red,941.16,129.96,42
2026-02-15,Furniture,North,Four,1021.66,140.49,34
2026-02-16,Electronics,Central,Produce,1387.22,337.07,14
2026-02-17,Clothing,West,Read,495.11,108.17,14
2026-02-18,Furniture,Central,Situation,1146.94,295.19,41
2026-02-19,Accessories,East,Role,894.27,175.0,10
2026-02-20,Furniture,Central,Wife,915.62,251.01,10
2026-02-21,Electronics,East,Movement,952.69,181.52,42
2026-02-22,Furniture,Central,Ten,1105.65,110.71,44
2026-02-23,Furniture,South,Out,1138.75,250.47,5
2026-02-24,Office Supplies,West,Country,1315.89,149.07,10
2026-02-25,Accessories,Central,Against,1152.9,267.78,20
2026-02-26,Office Supplies,East,Member,1161.44,189.22,26
2026-02-27,Office Supplies,Central,Movement,1159.29,123.6,19
2026-02-28,Clothing,North,Series,983.63,184.86,2
2026-03-01,Furniture,South,Religious,996.81,274.32,16
2026-03-02,Furniture,North,True,642.45,160.22,28
2026-03-03,Furniture,South,Without,1174.19,120.77,48
2026-03-04,Furniture,East,Office,1170.58,299.18,43
2026-03-05,Furniture,West,Bar,74.06,22.04,38
2026-03-06,Accessories,Central,Condition,967.45,234.64,49
2026-03-07,Office Supplies,South,Blood,725.57,195.66,22
2026-03-08,Furniture,South,Pressure,951.83,105.71,7
2026-03-09,Electronics,Central,Skill,1069.58,154.96,22
2026-03-10,Electronics,West,Father,1131.03,176.07,21
2026-03-11,Clothing,Central,Artist,575.97,101.12,32
2026-03-12,Furniture,South,Where,893.91,138.69,5
2026-03-13,Furniture,East,Eye,528.38,84.49,17
2026-03-14,Office Supplies,East,Improve,752.54,97.51,49
2026-03-15,Electronics,South,Later,1153.81,333.55,21
2026-03-16,Clothing,East,Television,688.87,196.3,25
2026-03-17,Office Supplies,West,Human,1264.85,174.71,28
2026-03-18,Electronics,Central,Ahead,1548.03,337.06,48
2026-03-19,Clothing,West,Carry,1747.05,506.26,20
2026-03-20,Office Supplies,Central,Than,1416.5,392.81,48
2026-03-21,Furniture,Central,Detail,713.44,147.73,22
2026-03-22,Accessories,Central,Machine,741.98,172.05,24
2026-03-23,Electronics,East,Total,965.0,167.11,24
2026-03-24,Electronics,West,A,686.82,70.89,32
2026-03-25,Furniture,West,Material,744.65,81.93,27
2026-03-26,Electronics,Central,Body,808.12,83.85,22
2026-03-27,Electronics,Central,He,858.15,197.49,4
2026-03-28,Electronics,Central,Plant,486.67,123.58,34
2026-03-29,Accessories,Central,Kind,1442.77,146.45,41
2026-03-30,Electronics,South,Line,1029.32,253.8,31
2026-03-31,Furniture,North,Recognize,939.42,172.77,45
2026-04-01,Office Supplies,West,Them,797.78,206.49,43
2026-04-02,Clothing,West,Any,1435.42,362.92,10
2026-04-03,Electronics,North,Ball,870.75,95.64,12
2026-04-04,Accessories,East,Very,1335.23,288.13,39
2026-04-05,Electronics,North,Out,1558.88,185.71,42
2026-04-06,Clothing,West,Personal,1042.49,258.42,16
2026-04-07,Electronics,West,Success,987.09,277.13,49
2026-04-08,Furniture,South,Job,1358.73,322.34,17
2026-04-09,Accessories,South,Beyond,1064.2,209.87,44
2026-04-10,Clothing,East,Yet,733.69,75.59,22
2026-04-11,Clothing,North,Bill,1233.76,147.88,9
2026-04-12,Furniture,Central,Purpose,1116.28,323.05,43
2026-04-13,Electronics,North,Doctor,1018.65,189.69,22
2026-04-14,Clothing,North,Where,576.31,100.87,33
2026-04-15,Electronics,Central,Yeah,1335.48,245.59,14
2026-04-16,Clothing,North,Friend,916.45,268.1,27
2026-04-17,Clothing,South,Yet,1142.28,202.71,15
2026-04-18,Furniture,Central,Which,1297.09,351.46,10
2026-04-19,Clothing,Central,Threat,1235.89,253.25,6
2026-04-20,Accessories,South,American,1024.24,263.23,34
2026-04-21,Clothing,West,Right,1483.44,160.93,29
2026-04-22,Office Supplies,North,Raise,1187.7,329.2,37
2026-04-23,Clothing,North,Series,621.93,94.57,1
2026-04-24,Clothing,South,Pressure,1006.49,271.19,11
2026-04-25,Furniture,North,Cost,1118.92,249.01,47
2026-04-26,Electronics,East,Mouth,1104.78,308.22,39
2026-04-27,Office Supplies,West,Nor,706.62,151.98,47
2026-04-28,Accessories,South,Draw,1063.46,290.46,19
2026-04-29,Office Supplies,South,Their,913.41,175.65,38
2026-04-30,Office Supplies,Central,Image,655.98,159.8,4
2026-05-01,Electronics,West,Yard,1294.97,162.9,25
2026-05-02,Furniture,North,Stock,761.6,79.28,45
2026-05-03,Electronics,North,Employee,963.3,151.51,34
2026-05-04,Clothing,North,Bill,793.96,123.72,26
2026-05-05,Accessories,South,Really,631.97,186.86,5
2026-05-06,Office Supplies,West,Recognize,1117.01,328.82,12
2026-05-07,Accessories,East,Purpose,795.4,115.13,19
2026-05-08,Accessories,North,Sort,1596.75,362.39,49
2026-05-09,Electronics,East,Effort,1320.57,322.64,21
2026-05-10,Electronics,East,Not,666.48,115.86,1
2026-05-11,Office Supplies,West,Or,1329.45,290.22,42
2026-05-12,Accessories,East,Item,926.51,110.83,3
2026-05-13,Electronics,East,Hit,1356.8,384.41,27
2026-05-14,Accessories,Central,Yard,1057.27,274.45,8
2026-05-15,Furniture,West,Head,896.9,100.05,6
2026-05-16,Clothing,West,Maintain,751.99,93.41,48
2026-05-17,Office Supplies,East,The,769.07,166.56,46
2026-05-18,Office Supplies,South,Always,1262.74,334.65,39
2026-05-19,Office Supplies,South,Small,1227.11,335.96,7
2026-05-20,Office Supplies,West,Writer,806.45,198.29,28
2026-05-21,Clothing,West,General,1282.75,313.67,48
2026-05-22,Accessories,South,Around,828.02,110.8,12
2026-05-23,Electronics,West,At,1423.54,365.97,23
2026-05-24,Electronics,Central,Maybe,990.58,286.79,35
2026-05-25,Furniture,East,Most,1260.87,158.89,26
2026-05-26,Electronics,North,Must,689.95,199.55,28
2026-05-27,Accessories,East,Cup,888.21,197.94,48
2026-05-28,Clothing,South,Her,780.47,164.22,20
2026-05-29,Accessories,North,Order,611.51,76.07,29
2026-05-30,Accessories,Central,Your,511.54,90.87,27
2026-05-31,Electronics,North,Common,911.6,190.27,45
2026-06-01,Office Supplies,West,Maintain,936.62,158.14,28
2026-06-02,Electronics,Central,Factor,891.62,229.14,16
2026-06-03,Furniture,Central,Light,1046.0,222.33,4
2026-06-04,Furniture,Central,Identify,442.08,118.06,35
2026-06-05,Office Supplies,North,Figure,1013.65,271.08,44
2026-06-06,Office Supplies,Central,Strategy,935.52,265.18,49
2026-06-07,Electronics,South,Hand,1256.15,333.03,9
2026-06-08,Electronics,East,Detail,576.7,60.56,18
2026-06-09,Electronics,Central,Herself,1035.85,241.01,10
2026-06-10,Office Supplies,West,Culture,632.73,183.44,18
2026-06-11,Furniture,South,Chance,674.51,179.23,29
2026-06-12,Electronics,East,Claim,1134.54,146.25,20
2026-06-13,Electronics,Central,Ever,871.78,122.33,14
2026-06-14,Electronics,North,Mrs,1085.97,117.9,4
2026-06-15,Furniture,North,Certain,1276.27,372.1,6
2026-06-16,Furniture,West,Any,997.72,288.46,17
2026-06-17,Furniture,Central,Operation,717.73,144.37,33
2026-06-18,Furniture,East,Cut,781.33,109.58,38
2026-06-19,Electronics,Central,Others,747.29,209.05,31
2026-06-20,Accessories,North,Number,1289.91,233.36,31
2026-06-21,Electronics,Central,Test,901.01,173.15,48
2026-06-22,Furniture,North,Check,1275.8,159.38,17
2026-06-23,Furniture,East,Edge,1039.54,242.79,21
2026-06-24,Electronics,North,Business,1270.66,216.95,46
2026-06-25,Office Supplies,South,Hot,462.6,130.55,1
2026-06-26,Office Supplies,North,Should,608.68,122.77,47
2026-06-27,Electronics,Central,Light,766.72,85.67,49
2026-06-28,Accessories,East,Until,1001.44,213.19,42
2026-06-29,Office Supplies,North,Chair,827.8,177.11,45
2026-06-30,Accessories,East,Guess,1330.43,271.3,18
2026-07-01,Office Supplies,South,More,1036.97,174.25,15
2026-07-02,Electronics,West,Reason,1304.98,331.85,36
2026-07-03,Electronics,North,Fight,1185.26,235.51,16
2026-07-04,Clothing,South,How,670.02,113.76,25
2026-07-05,Office Supplies,South,Remember,148.7,42.26,35
2026-07-06,Clothing,Central,First,964.16,158.21,14
2026-07-07,Accessories,North,Six,1370.48,395.48,21
2026-07-08,Office Supplies,Central,Black,813.2,240.75,15
2026-07-09,Office Supplies,East,Teach,1570.35,419.23,3
2026-07-10,Office Supplies,East,Order,695.26,171.99,28
2026-07-11,Accessories,West,Discussion,638.29,175.08,44
2026-07-12,Furniture,West,Well,1260.51,156.27,48
2026-07-13,Office Supplies,North,Speech,1252.35,294.2,10
2026-07-14,Electronics,South,Attention,1192.12,341.46,18
2026-07-15,Clothing,Central,Sort,1257.42,317.15,1
2026-07-16,Electronics,Central,Education,1262.6,193.75,18
2026-07-17,Electronics,East,Among,638.48,122.82,18
2026-07-18,Furniture,South,Three,535.22,78.28,7
2026-07-19,Accessories,Central,Effect,659.52,88.16,15
2026-07-20,Office Supplies,West,Just,659.53,168.08,47
2026-07-21,Furniture,Central,Early,724.81,147.07,4
2026-07-22,Accessories,West,Say,708.05,204.51,22
2026-07-23,Electronics,West,Pretty,931.55,157.7,14
2026-07-24,Clothing,North,Human,1437.24,245.35,14
2026-07-25,Office Supplies,Central,Goal,732.5,179.72,25
2026-07-26,Clothing,West,Option,591.33,117.7,18
2026-07-27,Electronics,West,Dog,968.07,210.04,32
2026-07-28,Electronics,South,Hard,1351.15,361.64,33
2026-07-29,Clothing,Central,Left,544.3,116.97,39
2026-07-30,Office Supplies,East,War,647.09,181.47,12
2026-07-31,Electronics,West,Just,837.61,100.48,15
2026-08-01,Accessories,South,Case,1671.7,211.82,39
2026-08-02,Electronics,West,Detail,1178.5,236.91,39
2026-08-03,Clothing,South,Service,1075.61,322.46,27
2026-08-04,Clothing,Central,North,1451.01,389.04,12
2026-08-05,Accessories,East,Product,1633.51,456.15,46
2026-08-06,Office Supplies,Central,More,849.59,188.06,41
2026-08-07,Electronics,South,High,1243.47,265.96,20
2026-08-08,Clothing,West,Like,871.12,108.32,3
2026-08-09,Clothing,West,Religious,786.35,177.37,39
2026-08-10,Electronics,West,Technology,609.27,167.43,14
2026-08-11,Clothing,Central,Choice,897.9,171.89,6
2026-08-12,Clothing,South,We,922.74,145.59,7
2026-08-13,Clothing,South,Night,1159.17,314.99,7
2026-08-14,Electronics,West,Reveal,573.45,70.66,15
2026-08-15,Office Supplies,East,Ever,1303.53,256.26,45
2026-08-16,Clothing,South,Little,1035.37,228.79,41
2026-08-17,Office Supplies,North,Act,1399.86,187.0,22
2026-08-18,Office Supplies,West,Nothing,1173.96,120.49,20
2026-08-19,Electronics,West,On,1092.25,233.78,31
2026-08-20,Furniture,East,Month,1034.87,187.33,13
2026-08-21,Furniture,Central,Movement,703.55,99.2,6
2026-08-22,Furniture,South,His,86.75,13.36,28
2026-08-23,Clothing,North,Whose,1355.01,194.01,4
2026-08-24,Office Supplies,West,Feeling,1477.51,362.34,20
2026-08-25,Electronics,East,Increase,364.15,101.78,34
2026-08-26,Furniture,West,Including,627.72,148.1,10
2026-08-27,Furniture,West,Help,1337.92,385.27,1
2026-08-28,Office Supplies,Central,List,1176.53,142.53,27
2026-08-29,Clothing,South,Cost,980.6,192.28,37
2026-08-30,Electronics,West,Machine,866.85,187.78,1
2026-08-31,Office Supplies,East,Course,758.91,161.3,10
2026-09-01,Office Supplies,Central,Avoid,1073.22,146.28,23
2026-09-02,Accessories,Central,Family,934.74,124.35,1
2026-09-03,Clothing,East,Establish,949.96,272.38,45
2026-09-04,Accessories,East,Send,798.48,196.72,27
2026-09-05,Clothing,North,Check,896.74,145.13,10
2026-09-06,Office Supplies,North,All,919.14,185.91,3
2026-09-07,Electronics,Central,Affect,1217.07,215.03,13
2026-09-08,Furniture,Central,Still,919.22,241.96,37
2026-09-09,Furniture,Central,Food,771.58,214.32,10
2026-09-10,Furniture,South,Score,430.61,104.6,8
2026-09-11,Clothing,West,Put,1087.78,273.8,8
2026-09-12,Accessories,South,Word,917.8,104.49,5
2026-09-13,Office Supplies,Central,Program,1234.92,246.29,22
2026-09-14,Accessories,South,Suddenly,679.6,188.9,28
2026-09-15,Furniture,East,Executive,781.23,197.97,26
2026-09-16,Office Supplies,Central,Couple,1005.55,279.79,10
2026-09-17,Office Supplies,East,Eight,1000.35,296.72,4
2026-09-18,Accessories,Central,Economic,896.05,123.6,30
2026-09-19,Clothing,North,Only,801.06,179.18,45
2026-09-20,Office Supplies,East,Recognize,1107.53,249.0,6
2026-09-21,Furniture,Central,Beyond,1942.79,577.78,9
2026-09-22,Accessories,South,Push,1524.41,194.41,21
2026-09-23,Accessories,North,Book,1223.17,136.83,25
2026-09-24,Clothing,East,Out,950.23,160.97,12
2026-09-25,Office Supplies,East,Bill,812.73,118.64,45
2026-09-26,Furniture,Central,Be,1206.27,175.72,32
2026-09-27,Electronics,Central,Customer,1449.04,365.05,10
2026-09-28,Furniture,East,Authority,751.34,187.71,32
2026-09-29,Electronics,Central,Author,1092.46,171.77,39
2026-09-30,Electronics,East,Arm,1086.94,180.47,33
2026-10-01,Clothing,North,Direction,1007.58,234.01,17
2026-10-02,Electronics,East,Join,926.41,178.43,48
2026-10-03,Electronics,South,As,1009.57,192.37,44
2026-10-04,Clothing,West,Treatment,1319.21,356.2,48
2026-10-05,Furniture,North,Fire,1113.56,146.98,4
2026-10-06,Electronics,East,Half,1105.94,136.35,2
2026-10-07,Accessories,South,Bed,1162.95,284.33,35
2026-10-08,Office Supplies,West,Range,726.57,151.8,25
2026-10-09,Furniture,Central,Hospital,1143.1,183.21,46
2026-10-10,Office Supplies,Central,Difference,1261.89,261.09,44
2026-10-11,Furniture,East,Whatever,802.13,98.88,30
2026-10-12,Electronics,Central,Full,1051.08,117.25,3
2026-10-13,Furniture,Central,Hold,991.01,295.34,28
2026-10-14,Electronics,North,Voice,1045.4,190.14,46
2026-10-15,Office Supplies,East,Miss,860.02,130.87,20
2026-10-16,Clothing,East,Market,454.78,126.63,37
2026-10-17,Electronics,West,Dinner,1336.87,301.55,2
2026-10-18,Electronics,West,Back,1066.17,248.36,34
2026-10-19,Clothing,South,Education,1263.72,287.64,26
2026-10-20,Electronics,North,Spring,1059.5,125.22,9
2026-10-21,Electronics,North,Above,818.6,160.4,19
2026-10-22,Furniture,North,Discuss,1134.75,127.74,26
2026-10-23,Electronics,West,Forward,1018.24,113.64,43
2026-10-24,Accessories,South,Range,1055.53,176.23,7
2026-10-25,Clothing,North,Administration,1065.0,233.5,43
2026-10-26,Electronics,North,Radio,872.57,221.9,21
2026-10-27,Clothing,West,Main,727.51,97.18,42
2026-10-28,Electronics,East,Blood,1562.73,376.84,27
2026-10-29,Clothing,West,Such,1221.08,180.53,26
2026-10-30,Electronics,South,Development,730.99,188.11,46
2026-10-31,Electronics,West,Drug,612.15,123.98,48
2026-11-01,Furniture,Central,Create,932.98,109.23,9
2026-11-02,Clothing,Central,Watch,835.09,156.13,34
2026-11-03,Clothing,Central,Represent,602.72,79.1,37
2026-11-04,Accessories,Central,I,884.14,111.27,22
2026-11-05,Office Supplies,South,Establish,1307.99,322.82,19
2026-11-06,Office Supplies,North,Family,970.92,179.49,10
2026-11-07,Clothing,West,Per,1126.62,220.56,35
2026-11-08,Accessories,Central,Lay,1198.57,140.13,23
2026-11-09,Accessories,South,Space,843.2,100.9,15
2026-11-10,Accessories,East,Pull,1461.94,353.25,47
2026-11-11,Electronics,Central,I,664.99,135.06,11
2026-11-12,Office Supplies,East,Couple,795.54,125.79,1
2026-11-13,Accessories,West,Their,640.76,163.49,16
2026-11-14,Electronics,East,Agent,1515.83,352.79,32
2026-11-15,Electronics,South,Shake,956.04,202.75,22
2026-11-16,Office Supplies,South,Writer,1442.83,362.09,15
2026-11-17,Furniture,North,Result,527.85,66.09,41
2026-11-18,Furniture,South,Process,1328.95,392.73,15
2026-11-19,Clothing,South,Tree,1250.7,146.92,31
2026-11-20,Office Supplies,South,Program,891.83,136.3,1
2026-11-21,Clothing,Central,Season,1212.5,251.56,9
2026-11-22,Furniture,East,Operation,852.77,239.58,41
2026-11-23,Accessories,South,Morning,1067.26,146.77,48
2026-11-24,Office Supplies,East,Then,915.6,130.16,2
2026-11-25,Accessories,Central,Report,679.83,92.32,33
2026-11-26,Clothing,West,Recently,902.25,111.96,47
2026-11-27,Accessories,East,Process,386.66,44.27,4
2026-11-28,Electronics,South,Three,867.44,126.72,19
2026-11-29,Accessories,West,Often,611.07,134.43,32
2026-11-30,Clothing,South,Suggest,735.88,90.81,20
2026-12-01,Office Supplies,Central,Evening,1173.71,172.4,42
2026-12-02,Electronics,East,Issue,1263.27,304.3,28
2026-12-03,Electronics,Central,According,1160.95,194.52,16
2026-12-04,Office Supplies,East,Trade,940.99,249.97,8
2026-12-05,Furniture,South,Young,1049.82,306.8,20
2026-12-06,Clothing,East,Upon,680.52,171.07,18
2026-12-07,Office Supplies,Central,Pick,1349.47,139.83,35
2026-12-08,Furniture,North,Near,579.08,103.27,5
2026-12-09,Furniture,East,Form,986.72,125.77,44
2026-12-10,Clothing,Central,Ok,1549.86,164.28,35
2026-12-11,Electronics,East,Agree,1243.91,366.77,45
2026-12-12,Furniture,East,Star,1551.71,395.6,27
2026-12-13,Electronics,East,Training,979.98,206.39,18
2026-12-14,Electronics,West,Nor,1444.43,326.51,22
2026-12-15,Clothing,Central,Ok,534.12,110.34,14
2026-12-16,Clothing,East,However,682.93,203.55,22
2026-12-17,Clothing,Central,Dark,815.01,94.03,34
2026-12-18,Accessories,West,Similar,435.91,77.79,17
2026-12-19,Electronics,North,Couple,1414.43,273.65,33
2026-12-20,Accessories,South,Safe,1031.38,275.12,9
2026-12-21,Clothing,West,Her,971.2,202.39,21
2026-12-22,Accessories,West,Follow,1623.46,441.95,36
2026-12-23,Clothing,North,Speak,1465.97,401.62,15
2026-12-24,Accessories,East,Work,699.46,155.55,26
2026-12-25,Accessories,North,Blood,738.56,116.09,26
2026-12-26,Clothing,West,Word,913.27,156.97,28
2026-12-27,Office Supplies,South,View,1103.75,191.15,10
2026-12-28,Furniture,West,Serious,1301.25,320.39,24
2026-12-29,Electronics,East,Well,922.77,210.2,30
2026-12-30,Clothing,South,Mission,762.74,222.59,46
2026-12-31,Furniture,Central,Effect,592.26,76.17,7
2027-01-01,Accessories,West,Factor,831.96,97.95,5
2027-01-02,Electronics,East,Nature,1034.95,230.31,28
2027-01-03,Furniture,Central,Star,824.51,201.71,5
2027-01-04,Clothing,Central,Hair,920.56,169.6,44
2027-01-05,Electronics,South,Majority,615.82,119.85,31
2027-01-06,Clothing,South,Employee,1099.03,169.17,26
2027-01-07,Furniture,Central,Describe,1348.15,169.63,38
2027-01-08,Accessories,North,Property,1005.25,235.0,33
2027-01-09,Electronics,West,Main,823.69,168.61,6
2027-01-10,Clothing,North,Couple,982.79,252.93,3
2027-01-11,Furniture,South,Much,1094.05,196.85,36
2027-01-12,Accessories,South,Him,1114.41,171.18,42
2027-01-13,Electronics,East,Seven,1413.09,297.63,25
2027-01-14,Furniture,South,Draw,1334.71,338.56,12
2027-01-15,Office Supplies,West,Window,790.2,138.73,10
2027-01-16,Clothing,West,Early,884.71,171.46,30
2027-01-17,Clothing,South,Matter,628.2,103.14,12
2027-01-18,Accessories,West,Open,668.68,177.86,26
2027-01-19,Electronics,Central,Long,1325.29,355.96,7
2027-01-20,Accessories,Central,Prove,1245.46,185.69,41
2027-01-21,Accessories,West,Win,905.15,261.31,9
2027-01-22,Accessories,East,Move,1668.89,230.56,38
2027-01-23,Accessories,West,Ground,887.97,182.24,45
2027-01-24,Accessories,East,Mind,913.88,134.84,48
2027-01-25,Electronics,West,Road,1192.36,250.48,40
2027-01-26,Accessories,East,Cut,820.1,157.79,29
2027-01-27,Office Supplies,North,Case,1157.48,269.2,19
2027-01-28,Office Supplies,Central,Agreement,1001.59,122.7,46
2027-01-29,Office Supplies,North,Decision,1367.91,162.56,22
2027-01-30,Electronics,East,Church,1030.83,135.33,37
2027-01-31,Accessories,South,Night,1498.7,377.7,3
2027-02-01,Clothing,South,Year,850.2,155.11,35
2027-02-02,Accessories,East,Poor,1468.63,395.87,28
2027-02-03,Clothing,East,Camera,993.09,114.9,12
2027-02-04,Clothing,North,Financial,983.55,210.87,30
2027-02-05,Accessories,North,Few,413.04,49.15,27
2027-02-06,Office Supplies,Central,Own,1067.35,210.8,10
2027-02-07,Electronics,Central,Win,871.19,226.24,35
2027-02-08,Clothing,North,Why,1241.69,295.54,23
2027-02-09,Accessories,East,Me,878.73,89.72,30
2027-02-10,Office Supplies,West,Amount,864.29,250.08,15
2027-02-11,Accessories,Central,Tv,785.36,137.03,36
2027-02-12,Clothing,East,Surface,617.27,108.91,28
2027-02-13,Office Supplies,North,Enough,1271.38,195.08,13
2027-02-14,Clothing,South,Like,815.17,158.77,6
2027-02-15,Clothing,South,Hear,1037.09,221.05,48
2027-02-16,Office Supplies,East,Least,1082.17,299.11,17
2027-02-17,Clothing,North,Charge,1114.0,286.51,4
2027-02-18,Accessories,Central,Similar,1643.68,448.64,6
2027-02-19,Clothing,West,Officer,664.89,198.2,1
2027-02-20,Furniture,East,Keep,1008.04,295.84,19
2027-02-21,Accessories,East,Will,1295.2,372.55,18
2027-02-22,Clothing,North,Leave,1146.3,218.95,12
2027-02-23,Furniture,West,Door,769.35,122.71,37
2027-02-24,Furniture,East,Get,925.48,270.26,47
2027-02-25,Electronics,North,Key,1038.17,124.21,6
2027-02-26,Electronics,West,Girl,847.13,245.61,4
2027-02-27,Furniture,North,Dream,1184.14,322.93,20
2027-02-28,Office Supplies,South,Range,712.17,205.52,37
2027-03-01,Office Supplies,West,Become,641.8,111.5,8
2027-03-02,Office Supplies,Central,Buy,847.88,217.13,32
2027-03-03,Accessories,South,Around,1244.96,232.66,5
2027-03-04,Clothing,West,Break,897.28,95.26,42
2027-03-05,Furniture,Central,Office,1011.69,134.36,11
2027-03-06,Accessories,West,Something,913.07,239.8,10
2027-03-07,Electronics,West,Give,954.72,104.6,1
2027-03-08,Office Supplies,Central,Foot,927.45,216.68,6
2027-03-09,Office Supplies,South,Spring,1393.38,302.51,44
2027-03-10,Accessories,South,Century,1202.34,253.26,9
2027-03-11,Clothing,Central,Order,1526.08,412.51,9
2027-03-12,Furniture,Central,Like,1381.83,167.65,33
2027-03-13,Electronics,North,Act,810.14,112.22,30
2027-03-14,Office Supplies,North,Nice,1127.81,142.87,35
2027-03-15,Office Supplies,South,Stop,860.77,233.29,26
2027-03-16,Electronics,Central,Their,959.27,236.64,5
2027-03-17,Electronics,Central,Suddenly,1475.86,255.92,37
2027-03-18,Accessories,East,Present,463.3,88.04,35
2027-03-19,Electronics,North,List,612.96,117.96,37
2027-03-20,Clothing,South,Drug,1564.03,430.71,40
2027-03-21,Clothing,Central,Human,876.85,234.65,32
2027-03-22,Accessories,South,Recognize,362.33,41.1,17
2027-03-23,Electronics,Central,Degree,828.51,217.74,46
2027-03-24,Accessories,West,Bring,482.92,143.66,35
2027-03-25,Electronics,North,Major,1483.54,205.64,8
2027-03-26,Office Supplies,Central,Space,874.47,153.92,12
2027-03-27,Furniture,West,Middle,748.16,111.51,7
2027-03-28,Office Supplies,West,Tell,1834.49,369.71,34
2027-03-29,Clothing,East,Less,1085.26,190.58,41
2027-03-30,Accessories,East,Boy,1292.76,181.87,47
2027-03-31,Accessories,East,Teach,858.65,218.08,38
2027-04-01,Electronics,North,Would,1252.35,357.18,34
2027-04-02,Office Supplies,East,Send,1747.26,489.64,48
2027-04-03,Accessories,East,Some,1554.33,294.35,11
2027-04-04,Clothing,West,Myself,1546.75,351.0,41
2027-04-05,Accessories,West,Themselves,490.42,106.52,38
2027-04-06,Electronics,South,Herself,1314.4,223.49,9
2027-04-07,Accessories,North,Season,820.2,223.05,41
2027-04-08,Office Supplies,Central,Health,1278.83,273.31,25
2027-04-09,Clothing,South,Garden,1438.49,211.42,38
2027-04-10,Furniture,South,Near,1130.02,292.76,10
2027-04-11,Accessories,West,Play,896.63,209.55,25
2027-04-12,Accessories,Central,Phone,1416.77,367.42,48
2027-04-13,Furniture,Central,Especially,688.33,179.59,19
2027-04-14,Office Supplies,South,Check,1192.95,174.58,19
2027-04-15,Electronics,West,Age,772.39,115.19,16
2027-04-16,Accessories,East,Player,715.78,100.01,49
2027-04-17,Clothing,East,Last,1018.18,299.45,29
2027-04-18,Electronics,Central,Better,1106.33,173.26,22
2027-04-19,Office Supplies,South,Stop,1084.98,242.49,27
2027-04-20,Clothing,South,Large,535.6,126.17,14
2027-04-21,Furniture,West,Spring,1611.63,201.35,16
2027-04-22,Accessories,Central,Type,826.23,243.03,18
2027-04-23,Accessories,East,Attack,796.44,238.53,29
2027-04-24,Furniture,East,Safe,811.51,227.21,26
2027-04-25,Electronics,West,Sort,1226.68,176.69,10
2027-04-26,Accessories,East,Quite,1238.63,169.24,8
2027-04-27,Accessories,South,Subject,1018.18,153.59,15
2027-04-28,Clothing,North,Do,696.66,73.64,47
2027-04-29,Office Supplies,North,Low,1055.11,265.65,43
2027-04-30,Furniture,North,Coach,810.56,174.32,4
2027-05-01,Accessories,North,Style,1609.6,313.68,7
2027-05-02,Office Supplies,West,Energy,1131.38,256.75,32
2027-05-03,Electronics,South,Issue,1206.82,245.54,18
2027-05-04,Electronics,Central,Include,783.11,173.77,32
2027-05-05,Accessories,West,Current,1298.3,140.92,46
